image_id,healthy,multiple_diseases,rust,scab
Test_0,0.00019586565031204373,0.024147991091012955,0.9732508659362793,0.0024051747750490904
Test_1,0.00034073463757522404,0.0027620214968919754,0.9963207244873047,0.0005765406531281769
Test_2,0.008127040229737759,0.0015648563858121634,0.0002918451209552586,0.9900162816047668
Test_3,0.9942418932914734,0.0012546549551188946,0.0009395896922796965,0.0035638476256281137
Test_4,0.00035726887290365994,0.002863854868337512,0.9966304898262024,0.0001484112726757303
Test_5,0.9371646046638489,0.013340757228434086,0.03699898719787598,0.01249566487967968
Test_6,0.9913868308067322,0.001556650036945939,0.00044282726594246924,0.006613605190068483
Test_7,0.0032089350279420614,0.009650276973843575,0.0002968559565488249,0.986844003200531
Test_8,0.013239987194538116,0.7174948453903198,0.009219909086823463,0.26004526019096375
Test_9,8.446894753433298e-06,0.0014229430817067623,0.9984843134880066,8.422107930528e-05
Test_10,0.0001795653806766495,0.014331868849694729,0.9853072166442871,0.00018131057731807232
Test_11,0.9535697102546692,0.019052641466259956,0.011626942083239555,0.01575075276196003
Test_12,0.04891650006175041,0.007111038081347942,7.568136788904667e-05,0.9438967704772949
Test_13,0.9364718794822693,0.01460412796586752,0.002829635748639703,0.0460943728685379
Test_14,0.00013805909838993102,0.015870356932282448,0.9813263416290283,0.002665271982550621
Test_15,0.0017367344116792083,0.009607133455574512,0.98846834897995,0.00018777411605697125
Test_16,0.9521884322166443,0.020566696301102638,0.013357792049646378,0.013887005858123302
Test_17,0.2568652629852295,0.05443266034126282,0.011985476128757,0.6767165660858154
Test_18,0.04893258959054947,0.021261096000671387,0.00189859583042562,0.9279077649116516
Test_19,7.688914593018126e-06,0.001193543546833098,0.9987773299217224,2.143753954442218e-05
Test_20,0.001103710732422769,0.0011912734480574727,4.653380892705172e-05,0.9976584911346436
Test_21,0.9585472345352173,0.013583095744252205,0.013709265738725662,0.014160411432385445
Test_22,0.00045085162855684757,0.011430701240897179,0.9880020618438721,0.00011638088471954688
Test_23,0.0039161560125648975,0.0009926236234605312,4.296505358070135e-05,0.9950482249259949
Test_24,0.8216879367828369,0.0870223417878151,0.013883018866181374,0.07740666717290878
Test_25,0.04132622480392456,8.908175368560478e-05,5.7289904361823574e-05,0.9585273861885071
Test_26,0.05109519883990288,0.2699563205242157,0.016599614173173904,0.6623488068580627
Test_27,0.005892327520996332,0.03018142282962799,0.9615540504455566,0.0023721568286418915
Test_28,0.9901240468025208,0.0005583181628026068,0.0002740021445788443,0.00904372800141573
Test_29,0.013967740349471569,0.8906893730163574,0.07489284873008728,0.020449984818696976
Test_30,0.9192381501197815,0.026578864082694054,0.009949395433068275,0.04423361271619797
Test_31,0.004471588414162397,0.41379502415657043,0.5808959603309631,0.000837464292999357
Test_32,0.005896956194192171,0.5092058181762695,0.006253907456994057,0.4786433279514313
Test_33,0.020346326753497124,0.00017320815823040903,3.150263364659622e-05,0.9794489145278931
Test_34,0.04720168188214302,0.005960914772003889,0.0025500208139419556,0.9442873597145081
Test_35,0.006689548026770353,0.0007587378495372832,0.00010770082008093596,0.9924439787864685
Test_36,0.0001496324548497796,0.006676920689642429,0.9913171529769897,0.0018563129706308246
Test_37,0.055822018533945084,0.016783330589532852,0.0003202043008059263,0.9270744323730469
Test_38,0.0004180901451036334,0.0001502913364674896,1.0115586519532371e-06,0.9994305968284607
Test_39,5.892090484849177e-05,0.0001703252492006868,0.9997524619102478,1.8204289517598227e-05
Test_40,8.365147368749604e-05,0.0013289586640894413,0.9985235333442688,6.391402712324634e-05
Test_41,1.5869363778620027e-05,0.002240929054096341,0.9976611137390137,8.211639215005562e-05
Test_42,0.003100595436990261,0.0010333341779187322,2.985488208651077e-06,0.9958630800247192
Test_43,0.001834638649597764,0.05755043402314186,0.9398390650749207,0.0007758361753076315
Test_44,0.3936147093772888,0.365360826253891,0.011436661705374718,0.22958780825138092
Test_45,0.007670967373996973,0.4684927761554718,0.0016680763801559806,0.5221682786941528
Test_46,0.05707342177629471,0.14671747386455536,0.0007240228587761521,0.7954850792884827
Test_47,0.0002672373375389725,0.007149108685553074,0.9909996390342712,0.0015839239349588752
